id,title,url,score,by,time,descendants,kids,domain,comment_count,date,hour
49517448,Fastpotify,https://fastpotify.rocks/,847,nreece,2026-09-01 02:52:14,560,"[49520147 49519304 49517870 49518639 49518545 49519599 49518131 49518646
 49518117 49517892 49523937 49518527 49520124 49519404 49520166 49520457
 49519052 49523098 49519476 49519021 49518257 49521390 49552806 49518578
 49522628 49521889 49522663 49521986 49520719 49526884 49526059 49526067
 49520133 49526571 49519726 49518714 49528423 49520014 49528378 49520703
 49529080 49521511 49533570 49526238 49526804 49521252 49526364 49519521
 49521453 49520988 49523384 49520132 49526515 49524491 49520511 49524294
 49522148 49532551 49518599 49527623 49521452 49519770 49529402 49518277
 49523561 49528518 49517986 49521843 49519436 49519815 49520554 49523197
 49518445 49519409 49522829 49523242 49520485 49517959 49552819 49521276
 49521634 49521946 49517991 49522066 49529729 49524090 49519590 49520448
 49523874 49521643 49519146 49521204 49526690 49520643 49522199 49520852
 49518205 49518701 49520993 49518951 49526832 49519837 49521343 49520331
 49520617 49528008 49542088 49519858 49520717 49521520 49519610 49518249
 49519398 49531771 49518086 49518163 49517889]",fastpotify.rocks,560,2026-09-01,2
49518316,AI Can Make You Suck Faster Too,https://www.hermit-tech.com/blog/ai-can-make-you-suck-faster-too,191,degamad,2026-09-01 05:32:56,173,"[49518926 49518975 49531218 49518614 49518923 49518609 49518556 49518629
 49519097 49518613 49519330 49546199 49529166 49518846 49518771 49519025
 49520525 49523961 49525010 49519195 49519114 49518632 49520319 49518949
 49518806 49518898 49519223 49519191 49536722 49520574 49519245 49518730
 49518893 49532943 49518745 49518673 49519403 49518685 49519062 49518780
 49531878 49523027 49518695]",hermit-tech.com,173,2026-09-01,5
49519939,I trained a small transformer in 1.5hrs and it beats many LLMs,https://mvakde.github.io/blog/44-on-arc-1/,662,porridgeraisin,2026-09-01 09:52:45,165,"[49520483 49529777 49522210 49523717 49520113 49525273 49525307 49520482
 49521775 49524688 49520167 49526288 49520642 49522356 49522744 49525490
 49529009 49520399 49527990 49528997 49526503 49521659 49522287 49521711
 49526630 49520372 49523339 49533047 49521647 49520109]",mvakde.github.io,165,2026-09-01,9
49520022,AnkiDroid: Google Play no longer allowing Open Collective donation link,https://github.com/ankidroid/Anki-Android/issues/21656,917,hexa555,2026-09-01 10:11:02,278,"[49520275 49520232 49520647 49520168 49520328 49520250 49522262 49521943
 49520626 49523032 49522572 49522391 49520389 49529266 49523994 49528625
 49520979 49525696 49521714 49529308 49520535 49522342 49524289 49522885
 49521083 49528054 49520954 49524304 49523203 49522457 49526187 49523497
 49522432 49522375 49520211 49520321 49524120 49522984 49520769 49521281
 49520443]",github.com,278,2026-09-01,10
49521031,Engineering of the fastest WebAssembly interpreters,https://wasmi-labs.github.io/blog/posts/wasmi-v2.0/,136,herobird,2026-09-01 12:25:13,18,[49544504 49547448 49549067 49549168 49521863],wasmi-labs.github.io,18,2026-09-01,12
49521623,Io_uring Without Readahead,https://frn.sh/io-uring/,121,porridgeraisin,2026-09-01 13:19:12,42,[49524816 49523074 49523702 49527791 49532088 49524841 49524217 49523987],frn.sh,42,2026-09-01,13
49521973,Introducing Ad Blocker for Firefox on iOS,https://blog.mozilla.org/en/firefox/ad-blocker-on-ios/,581,HieronymusBosch,2026-09-01 13:46:49,204,"[49525275 49522945 49531631 49532479 49522996 49526410 49523537 49533765
 49523169 49523308 49523450 49527238 49528074 49533421 49523298 49524085
 49533808 49527538 49529734 49530486 49523163 49524190 49522913 49524415
 49531478 49525081 49525800 49529482 49530530 49523225 49534567 49532776
 49532346]",blog.mozilla.org,204,2026-09-01,13
49522896,Ask HN: Who wants to be hired? (September 2026),,106,whoishiring,2026-09-01 15:01:17,418,"[49557862 49557123 49554227 49555875 49553336 49556847 49555007 49553211
 49552339 49551432 49554634 49553410 49555486 49552773 49551555 49553388
 49551340 49550628 49551666 49556087 49548136 49547790 49548517 49549146
 49540123 49548065 49547537 49548485 49550144 49546700 49548877 49545218
 49546954 49544109 49547210 49536123 49548400 49543920 49549192 49544556
 49541417 49542135 49542399 49543368 49522899 49542006 49540738 49542505
 49545053 49540371 49539541 49525586 49522948 49539590 49537430 49537189
 49544402 49539842 49542003 49537140 49545851 49535746 49538721 49537667
 49534510 49535123 49522910 49535137 49538735 49557281 49534381 49535189
 49544864 49542592 49543587 49541066 49543141 49536535 49541768 49536012
 49539042 49536286 49540420 49536512 49549169 49535230 49542445 49539813
 49522915 49540559 49540169 49551809 49537530 49534847 49534615 49538237
 49536184 49544279 49533206 49538586 49531256 49531591 49531249 49538965
 49536073 49532847 49531459 49541435 49536414 49534236 49531260 49534185
 49533230 49534292 49534547 49529975 49533674 49538104 49532436 49529370
 49536505 49526457 49530588 49527286 49527679 49531891 49541334 49522968
 49525751 49539939 49533611 49531365 49533282 49527690 49526837 49529516
 49542645 49525361 49542848 49542641 49529904 49523057 49523753 49533465
 49533342 49532532 49528128 49527380 49525559 49533476 49523025 49523088
 49532232 49531379 49546429 49535274 49523173 49525332 49528638 49524041
 49527442 49527104 49523681 49526896 49524192 49524046 49525232 49529724
 49531804 49538874 49534273 49525242 49524003 49528812 49523726 49523843
 49529160 49526302 49531016 49523401 49526604 49532613 49527401 49528717
 49530082 49523578 49529077 49523316 49527860 49523063 49523616 49528474
 49528465 49527926 49527711 49525225 49523899 49533544 49525402 49532015
 49523404 49524356 49523627 49524159 49526985 49523592 49534816 49524231
 49527670 49526979 49531496 49523605 49523364 49534383 49525417 49529456
 49530930 49529050 49523212 49528765 49526802 49522953 49525365 49524240
 49524197 49550224 49541525 49522934 49532080 49524010 49522979 49528450
 49532113 49528011 49523838 49525040 49529940 49530944 49526425 49530821
 49526467 49528386 49528282 49529290 49529010 49529555 49527285 49523379
 49523299 49546731 49524103 49539920 49531228 49533458 49529740 49522906
 49525640 49527802 49524613 49525020 49524712 49537141 49529313 49523935
 49523601 49524747 49522919 49523277 49523320 49532748 49528881 49531205
 49523649 49534012 49523011 49527963 49524595 49522918 49524605 49531343
 49524486 49526876 49535124 49526207 49523939 49527715 49524166 49524405
 49531258 49536097 49525746 49527603 49527607 49531035 49524307 49525227
 49523647 49523981 49527088 49525620 49528024 49531701 49524045 49523113
 49526403 49523868 49527333 49529372 49523209 49524075 49527574 49528392
 49529047 49529893 49524988 49528906 49531167 49540086 49532725 49526816
 49527050 49523315 49523140 49527463 49528628 49528817 49523366 49523368
 49523382 49523995 49523532 49523183 49532336 49529633 49525976 49534188
 49533103 49532735 49526671 49524113 49532944 49524306 49529574 49530805
 49528151 49523328 49526264 49523414 49527966 49526205 49530682 49523651
 49529046 49528752 49526080 49523862 49532855 49527027 49526484 49528438
 49525274 49527357 49528905 49546074 49526393 49530244 49527177 49530096
 49523179 49523264 49527501 49524235 49529019 49528830 49531732 49523393
 49523352 49527019 49523189 49526948 49523596 49528153 49527403 49526911
 49523324 49527164 49528090 49524487 49523307 49522909 49527239 49538982
 49530242 49534720 49525408 49535790 49536087 49534217 49531537 49536312
 49526834 49523528 49523741 49531497 49530014 49524888 49523012 49533445
 49532386 49524346 49532467 49526892 49540937 49522993 49530145 49528973
 49524626 49523447 49523206 49540064 49523914 49523815 49555134 49545551
 49546691 49533592 49545055 49551008 49534965 49546722 49533569 49533240
 49534924 49534686 49545389 49530285 49532399 49525016]",,418,2026-09-01,15
49523754,"Play Store blocks AuroraStore, hurting GrapheneOS users",https://gitlab.com/AuroraOSS/AuroraStore/-/work_items/1566,560,erikvanoosten,2026-09-01 15:55:53,263,"[49524239 49524354 49524206 49540931 49524442 49547589 49525189 49524514
 49524516 49524515 49524276 49525357 49527808 49524588 49524568 49531398
 49527275 49527100 49532486 49524312 49524701 49524665 49527819 49531861
 49524323 49525409 49525345 49525363 49529926 49525648 49526297 49525139
 49523755 49524779]",gitlab.com,263,2026-09-01,15
49524863,"Fine, I'll build my own text editor",https://dbushell.com/2026/09/01/text-editor/,257,Alephinitesimal,2026-09-01 17:12:15,251,"[49532312 49532213 49536438 49531809 49532243 49534690 49534388 49531513
 49532065 49534832 49535318 49534460 49536035 49539257 49532344 49536838
 49534402 49533629 49535753 49535070 49534220 49532338 49533289 49535382
 49537168 49534580 49532625 49532591 49535399 49533474 49533543 49534461
 49532041 49533102 49533035 49533531 49538967 49533527 49531644 49542720
 49534198 49534438 49533935 49532596 49537852 49532272 49532269 49534850
 49533649 49532493 49531867 49533525 49543147 49533873 49533129 49535345]",dbushell.com,251,2026-09-01,17
49525153,Launch HN: Nori Robotics (YC S26) – A low-cost humanoid robot for development,https://www.norirobotics.com/,199,AntonioLi,2026-09-01 17:35:10,66,"[49528345 49527108 49525494 49526771 49533464 49526980 49526386 49538649
 49533688 49526819 49528862 49528104 49530122 49526048 49525480 49531144
 49525794 49533470 49534364 49527196 49527044 49529412 49527835 49527372
 49526136 49526474 49527169 49527852 49527792 49534509 49533351 49525592
 49526793 49525758 49547831 49527804]",norirobotics.com,66,2026-09-01,17
49525160,Atlas: A World Model for Spatial Intelligence,https://www.worldlabs.ai/blog/atlas,267,johnsutor,2026-09-01 17:36:02,59,"[49529792 49529044 49528424 49526959 49539980 49543473 49526798 49533589
 49534518 49528654 49528253 49533510 49527509 49534623 49530079 49533449
 49528189 49532389 49532562 49530239 49527635 49530768 49532073]",worldlabs.ai,59,2026-09-01,17
49526069,How accurate have Ed Zitron's AI skeptic predictions been?,https://danluu.com/zitron/,864,jatins,2026-09-01 18:35:15,1034,"[49529382 49534777 49531443 49527493 49527078 49527714 49527546 49527178
 49529256 49533773 49527968 49530111 49528018 49527345 49529449 49528409
 49529106 49533628 49527192 49529075 49530454 49527651 49532228 49528477
 49528876 49531175 49527797 49530039 49529238 49528051 49533373 49527788
 49534391 49529159 49531409 49530364 49533180 49527203 49537371 49527097
 49531506 49548646 49529261 49528058 49536250 49529855 49530724 49527245
 49528158 49542167 49527597 49538430 49537604 49530796 49527870 49530494
 49527249 49534970 49531551 49529262 49540336 49529247 49530997 49529573
 49528585 49527400 49540039 49540321 49535369 49532628 49535434 49533049
 49535915 49528841 49536624 49527503 49531736 49527736 49528958 49528381
 49527765 49530247 49527459 49529625 49532227 49532810 49527043 49528991
 49531200 49535970 49527680 49529515 49531566 49533713 49531489 49531837
 49528118 49539098 49529143 49534173 49527561 49530483 49531692 49527609
 49527707 49529381 49529155 49539772 49528863 49531979 49527587 49531871
 49530262 49536519 49530309 49540590 49532352 49535962 49530060 49530319
 49545149 49527631 49533968 49529081 49529206 49531678 49531381 49528698
 49537895 49527132 49533841 49527698 49528907 49534207 49527558 49533719
 49533718 49533219 49533122 49531950 49530196 49535575 49527513 49528250
 49529195 49527252 49531665 49531247 49533758 49529745 49529690 49527349
 49538402 49534300 49533355 49530287 49540781 49533062 49527617 49534676
 49532301 49527447 49528306 49534154 49528688 49527143 49543913 49529490
 49534096 49531694 49529386 49534637 49527781 49527362 49527625 49527712
 49527517 49527105 49531078 49527406 49527341 49529014 49529165]",danluu.com,1034,2026-09-01,18
49527595,Path to Astra: critical capabilities and frontier safeguards,https://openai.com/index/path-to-astra/,175,jithinraj,2026-09-01 20:20:41,101,"[49529245 49528586 49528885 49528486 49530433 49529250 49529017 49529171
 49528512 49530028 49528884 49530753 49533293 49534513 49533420 49532496
 49532989 49530044 49534704 49534051 49533559 49528485]",openai.com,101,2026-09-01,20
49528057,"Show HN: HN Match Maker – Matching ""Who Wants to Be Hired?"" With ""Who's Hiring?""",https://hnmatchmaker.com/,114,all2,2026-09-01 20:53:35,45,"[49528849 49530353 49529423 49533646 49532893 49530891 49534719 49539009
 49532516 49532611 49528339 49538397 49528883 49533662 49529569 49546545
 49529361 49533083 49530719 49529654 49528652]",hnmatchmaker.com,45,2026-09-01,20
49528174,A docs page is a search query to find AI agents and route them to your company,https://blog.val.town/aeo,25,stevekrouse,2026-09-01 21:04:15,1,[49550039 49543065],blog.val.town,1,2026-09-01,21
49529621,FBI Probes Service Selling 153M+ Drivers Licenses,https://krebsonsecurity.com/2026/09/fbi-probes-service-selling-153m-drivers-licenses/,412,tatersolid,2026-09-01 23:17:43,274,"[49534600 49531504 49532042 49531773 49532314 49534912 49531169 49533626
 49544871 49540625 49534037 49531202 49533276 49531746 49531173 49532969
 49532453 49531628 49544397 49532897 49532749 49535389 49531308 49531846
 49531956]",krebsonsecurity.com,274,2026-09-01,23
49529898,The efficient frontier of LLM inference,https://www.baseten.co/blog/the-efficient-frontier-of-llm-inference/,153,philipkiely,2026-09-01 23:48:05,45,"[49533089 49531519 49534515 49530191 49533359 49535371 49533547 49532533
 49530498 49533787 49532679 49531957 49531708 49530416 49530461 49531734
 49531833 49533043 49530493 49531915 49530673 49532746 49533767 49530312
 49530878 49531974]",baseten.co,45,2026-09-01,23
49530989,True Rate of Unemployment,https://www.lisep.org/tru,308,ptrhvns,2026-09-02 02:21:10,354,"[49531759 49532179 49532471 49534447 49532040 49531726 49531799 49532573
 49535428 49531905 49533667 49535193 49531788 49531980 49532771 49531855
 49531626 49532919 49533802 49532507 49533139 49532569 49532245 49531604
 49533672 49548764 49534234 49532347 49531738 49531668 49532518 49531545
 49533171 49541692 49535476 49532885 49532109 49532869 49532765 49535108]",lisep.org,354,2026-09-02,2
49531525,WebFPGA (2019),https://webfpga.io/,109,gurjeet,2026-09-02 03:54:58,36,"[49531914 49532819 49531589 49533393 49533919 49532377 49531945 49533213
 49532954 49533091 49541645 49532770 49532155 49534750 49534345 49534455]",webfpga.io,36,2026-09-02,3
49531651,The Emergent Symbolic Structure of Artificial Neural Networks,https://arxiv.org/abs/2608.29530,290,schmuhblaster,2026-09-02 04:15:56,108,"[49532563 49533463 49532019 49545480 49533588 49532552 49532144 49533568
 49534823 49536908 49538244 49532915 49532755 49532762 49535937 49533633
 49534047 49535827 49532047 49536242]",arxiv.org,108,2026-09-02,4
49533497,"Commodore 64 released September 1, 1982",https://dfarq.homeip.net/commodore-64-released-september-1-1982/,350,giuliomagnifico,2026-09-02 08:36:43,180,"[49536490 49536299 49534760 49535638 49534786 49535432 49543668 49535455
 49534907 49534353 49534771 49544191 49534399 49542392 49535314 49534821
 49534392 49540148 49534265 49543545 49538049 49539175 49534622 49540879
 49537585 49534395 49535649 49534065 49534650 49536817 49535311 49543856
 49535635 49534953 49533994 49533896 49534995 49536877 49535538 49536168
 49537964 49534759 49535252]",dfarq.homeip.net,180,2026-09-02,8
49535201,Check if a file was made with Claude,https://claude.com/check-content,180,frexs,2026-09-02 12:23:20,132,"[49537392 49537764 49536575 49536652 49538370 49539166 49536572 49539994
 49537109 49536694 49540160 49537680 49537808 49539483 49537777 49537445
 49541915 49540009 49540719 49540696 49538539 49541197 49540475 49541637
 49537120 49544075 49538276 49541318 49539643 49539571 49536418 49539817
 49536615 49545272 49536548]",claude.com,132,2026-09-02,12
49535324,Using jq to format JSON on the clipboard,https://chris48s.github.io/blogmarks/posts/2021/jsontidy/,60,stefanvdw1,2026-09-02 12:35:20,19,"[49538466 49536758 49536188 49539314 49546078 49537591 49538461 49540174
 49538059 49537677 49538206 49537802 49536636 49535325 49538353]",chris48s.github.io,19,2026-09-02,12
49535548,Aging brains blend memories together instead of just forgetting them,https://studyfinds.com/aging-brains-blend-memories-together-instead-of-forgetting-them-study-finds/,339,mdp2021,2026-09-02 12:59:09,133,"[49537960 49540067 49536802 49541180 49538436 49545867 49538899 49537128
 49536932 49536470 49545216 49542026 49538704 49540195 49541198 49540959
 49538952 49538868 49541204 49547413 49539732 49546058 49536469 49538709
 49538944 49545618 49540732 49541557 49538648 49536448 49535855 49537470]",studyfinds.com,133,2026-09-02,12
49535586,LLMs: Intelligence vs. Cost,https://openteams.com/intelligence-vs-cost/,90,theanonymousone,2026-09-02 13:03:50,42,"[49537306 49537913 49539211 49536776 49537479 49542865 49546004 49536306
 49537298 49537231 49537602 49537901 49536498 49539266 49539707 49539712
 49538228]",openteams.com,42,2026-09-02,13
49535752,A note on subscription prices from LWN,https://lwn.net/Articles/1090585/,721,rwky,2026-09-02 13:17:12,148,"[49535913 49536089 49536154 49537419 49536821 49535976 49535923 49536667
 49537945 49536721 49536726 49537966 49536935 49537885 49543343 49537154
 49538839 49539116 49536565 49540145 49540352 49538022 49538960 49542910
 49539235 49537255 49538875 49537048 49537544 49537955 49539679 49538257
 49536754 49537815 49542306 49536580 49536296 49541999 49536070 49540820
 49536902 49536629 49536305 49537481 49538093 49537503 49536569 49540057
 49535981 49537619]",lwn.net,148,2026-09-02,13
49536079,Biggest dark matter detector spots a single weird particle,https://www.science.org/content/article/world-s-biggest-dark-matter-detector-spots-single-weird-particle,338,randycupertino,2026-09-02 13:40:29,133,"[49537622 49537294 49556396 49539204 49550636 49539370 49544509 49545671
 49537666 49537565 49537704 49539641 49538346 49537668 49537869 49553377
 49549499 49548721 49547485 49537601 49548113 49543043 49543442 49547859
 49544214]",science.org,133,2026-09-02,13
49536114,Six curl CVEs after OpenAI and Anthropic came back with zero,https://aisle.com/blog/aisle-discovered-six-curl-cves-after-openai-and-anthropic-found-zero,177,goobreee,2026-09-02 13:43:14,65,"[49536695 49536777 49537730 49537424 49540858 49536684 49540593 49536816
 49540348 49538994 49539986 49539120 49537091 49540027 49537064 49537314]",aisle.com,65,2026-09-02,13
49536177,Poisson Disk Sampling,https://stripeacross.com/posts/poisson-disk-sampling/,189,vismit2000,2026-09-02 13:47:49,22,"[49538914 49537163 49536848 49541634 49544851 49539845 49537155 49548188
 49549821 49547931 49537511 49538044 49539518 49544425 49540344 49547727]",stripeacross.com,22,2026-09-02,13
49536384,GrapheneOS says Pixel 11 has MTE support after all,https://grapheneos.social/@GrapheneOS/117194007157499435,198,user_7832,2026-09-02 14:00:28,164,"[49536487 49537226 49537261 49537268 49537052 49537293 49542501 49537229
 49537008 49538018 49550022 49536687 49536846 49537679 49536740 49536410
 49537377 49553274 49536567]",grapheneos.social,164,2026-09-02,14
49536536,What if everything we know about recycling is wrong?,https://worksinprogress.co/issue/just-bury-your-trash/,46,magoghm,2026-09-02 14:10:58,60,"[49538081 49537747 49537222 49537088 49536729 49539241 49537405 49537337
 49537703 49537681 49538893 49536789 49537193 49537755 49537626 49537012
 49537271 49537138 49536920 49538102 49536982]",worksinprogress.co,60,2026-09-02,14
49536606,Exit the Cave,https://turtlespace.blog/p/exit-the-cave,294,akkartik,2026-09-02 14:16:45,105,"[49541124 49540375 49538121 49538103 49537812 49537382 49539551 49538019
 49537355 49538216 49539059 49540408 49543905 49537665 49541243 49546522
 49538251 49537934 49541313 49547948 49548480 49547538 49544525 49544021
 49542936 49541941 49546357 49540477 49537538 49549547]",turtlespace.blog,105,2026-09-02,14
49537738,SteamdDB Joins Nexus Mods,https://www.nexusmods.com/news/15597,125,HelloUsername,2026-09-02 15:25:55,90,"[49539515 49542986 49541378 49548103 49539284 49540010 49541141 49539282
 49550868 49541333 49553547 49547930 49546919 49540095 49540125]",nexusmods.com,90,2026-09-02,15
49538633,The race to engineer new knobs for the human brain,https://www.neuroai.science/p/the-race-to-engineer-new-knobs-for,54,pminimax,2026-09-02 16:25:28,7,[49540981 49540800 49544727 49541314 49540809],neuroai.science,7,2026-09-02,16
49539024,Tangle – Visual ML Pipeline Editor,https://tangleml.com/,25,duck,2026-09-02 16:49:29,2,[49539593 49541295],tangleml.com,2,2026-09-02,16
49539064,How Railroad Crossings Work (2024),https://practical.engineering/blog/2023/12/29/how-railroad-crossings-work,35,at1as,2026-09-02 16:52:20,17,[49539881 49540227 49540341 49540711 49541391 49541401],practical.engineering,17,2026-09-02,16
49539332,Oh-my-pi – The Harness Playbook,https://stencil.so/blog/harness-playbook,32,maherbeg,2026-09-02 17:13:30,11,[49542326 49545358 49542002 49545171],stencil.so,11,2026-09-02,17
